added_time,address,area,avenue,crawl_time,fang_subway_ex,floor,house_orientation,housing_units,img_url,info,location,rent,result_kanfang,title
2017.07.30,"
                                    ",93,御上海,1505316926.572617,距离9号线松江大学城站581米,低区/18层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150419/33782058-c66e-4711-b5ca-c9047bbe2b68.jpg_600x450.jpg,,松江,5200,19,御上海，适合自住，生活很便利，放心好房
2017.07.30,"
                                    ",46,曹杨三村（杏杨园）,1505316926.584568,距离13号线大渡河路站882米,高区/6层,暂无数据,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170810/c055c5f2-da0b-4486-a02e-54ebe6644828.jpg_600x450.jpg,,普陀,4800,10,曹杨三村，近地铁，采光棒，两室户
2017.07.30,"
                                    ",146,创世纪花园,1505316926.593162,距离4号线上海体育场站409米,高区/34层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161009/08ce39bb-c712-4274-8b51-e5aab53f6d4b.jpg_600x450.jpg,,徐汇,13500,28,创世纪花园，如您所见，看房方便，地铁沿线
2017.08.14,"
                                    ",36,遵义小区,1505316926.607446,距离2号线娄山关路站506米,中区/6层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170517/f618c8fa-4b82-404a-b2fe-8a7cfe9caf9a.jpg_600x450.jpg,,长宁,5000,35,交通方便，好楼层，上门实拍，受欢迎好房
2017.08.14,"
                                    ",97,天安花园,1505316926.615959,距离9号线杨高中路站818米,中区/18层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170829/e08352fa-a113-4ff8-8671-1f8bc70fe554.jpg_600x450.jpg,,浦东,10000,11,光线充足，2室2厅，看房客户多，真实在租
2017.07.26,"
                                    ",88,天山星城,1505316926.627847,距离2号线威宁路站229米,高区/27层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/05/0904121957395950B89175FC0567AB8B/D9F887CB64E44F1BA9A1883AD82EB2E1/201307131529559454894.jpg_600x450.jpg,,长宁,15500,15,交通便利，房型正气，2室2厅1卫，享受好房
2017.07.26,"
                                    ",89,万科金色雅筑,1505316926.636873,距离11号线三林东站539米,中区/11层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160316/1cb2b5d8-e691-4a9a-8b98-499a3e4d7632.jpg_600x450.jpg,,浦东,7500,23,钥匙在链家，地铁沿线，链家好房，舒适三室
2017.07.26,"
                                    ",40,凯旋一村,1505316926.648556,距离4号线虹桥路站569米,中区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170726/cba0e37f-8175-49d9-b979-2e3db832af17.jpg_600x450.jpg,,徐汇,6000,19,链家好房，温馨一室，看房方便，生活很便利
2017.07.26,"
                                    ",85,公园3000,1505316926.8028631,距离8号线黄兴公园站991米,中区/5层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170305/bcb2426a-60b2-4f71-83a3-f6305265b6c3.jpg_600x450.jpg,,杨浦,7500,21,链家好房，光线充足，交通方便，最近看房多
2017.07.26,"
                                    ",112,福鑫大楼,1505316926.8129869,距离9号线小南门站409米,中区/22层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170727/8ff30fb9-7d74-4ff0-8c22-f91cdd8b30e3.jpg_600x450.jpg,,黄浦,11000,13,空气清新，上门实拍，有钥匙方便看，最近看房多
2017.07.26,"
                                    ",41,龙潭小区,1505316926.822463,距离7号线大华三路站313米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170307/5745cbe5-deb3-475a-a6f1-e569fb3b289a.jpg_600x450.jpg,,闸北,3800,31,龙潭小区，采光好，好房待租，生活很便利
2017.07.27,"
                                    ",58,竹园新村（浦东）,1505316926.8339012,距离4号线世纪大道站450米,高区/7层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160716/0e239b53-537c-47fe-9d45-319944ab7af2.jpg_600x450.jpg,,浦东,6200,25,竹园新村，有钥匙，高区采光好，好房好心情
2017.07.27,"
                                    ",39,八方小区,1505316926.84246,距离1号线延长路站784米,高区/6层,暂无数据,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161224/50914e36-9551-4d81-8277-3640b2d9592c.jpg_600x450.jpg,,闸北,3500,20,八方小区，有钥匙房源，有爱有家，高清实拍
2017.07.27,"
                                    ",112,南方城,1505316926.855721,距离1号线莲花路站448米,高区/14层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160819/38079947-f2d2-4443-83a3-813c0631f9ba.jpg_600x450.jpg,,闵行,9200,11,南方城，南北直通，高区景观房，钥匙在店
2017.07.27,"
                                    ",53,骏豪国际,1505316926.864956,距离13号线南京西路站450米,中区/29层,朝东南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170826/429716d9-ade2-43b9-a2e6-69c3e29d148f.jpg_600x450.jpg,,静安,9000,14,骏豪国际，好房好心情，看房方便，近地铁
2017.07.27,"
                                    ",112,徐汇苑,1505316926.938766,距离11号线上海游泳馆站278米,低区/32层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160709/24ed3c16-ff5c-4504-8e5c-bbc21efa2c1c.jpg_600x450.jpg,,徐汇,12500,16,徐汇苑，多次带看，如您所见，钥匙在店
2017.07.27,"
                                    ",118,铂金华府,1505316926.9522848,距离7号线大华三路站965米,中区/14层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170804/63c5400a-f756-485b-bb0b-3d05d341dc2a.jpg_600x450.jpg,,宝山,8600,15,好楼层，钥匙在链家，生活很便利，3房出租
2017.07.27,"
                                    ",35,南泉小区,1505316926.9642172,距离4号线蓝村路站537米,高区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170727/155b18cf-dfe2-4a1b-9b36-41b03e551577.jpg_600x450.jpg,,浦东,3300,19,高区采光好，温馨一室，地铁沿线，看房客户多
2017.07.28,"
                                    ",42,东陆新村五街坊,1505316926.972477,距离6号线巨峰路站462米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160815/43de6b98-f81a-418b-a1c8-34a2f27e3a7a.jpg_600x450.jpg,,浦东,4000,14,采光好，享受好房，有钥匙方便看，一室小户型
2017.07.28,"
                                    ",45,中山大楼（长宁）,1505316926.98403,距离3号线中山公园站544米,高区/23层,朝东,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170809/d7697e59-514d-4d1f-acca-ea80fc4ec3c1.jpg_600x450.jpg,,长宁,6500,19,有钥匙方便看，受欢迎好房，出行方便，放心好房
2017.07.28,"
                                    ",66,大木小区,1505316926.9933639,距离9号线嘉善路站396米,高区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140802/01300701-8c78-4e97-a39f-fb8bd8c7fff3.jpg_600x450.jpg,,徐汇,5800,14,大木小区，视野开阔，看房客户多，有钥匙房源
2017.07.28,"
                                    ",104,绿地名人坊,1505316927.006815,距离9号线小南门站134米,中区/18层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170815/123b466f-f876-4693-8f58-3094383b5a10.jpg_600x450.jpg,,黄浦,12500,14,钥匙在链家，2室2厅，多次带看，空气清新
2017.07.28,"
                                    ",90,地杰国际城（E欧泊时光）,1505316927.015788,距离11号线御桥站284米,低区/26层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160223/1ef51939-2983-4cbc-b335-4c90e07a16fa.jpg_600x450.jpg,,浦东,5800,21,交通方便，有爱有家，2室2厅1卫，有钥匙房源
2017.07.28,"
                                    ",40,上影新村,1505316927.02508,距离9号线嘉善路站163米,中区/5层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170806/4a890acb-a36d-4a2f-bd27-0bb19671ba35.jpg_600x450.jpg,,徐汇,5500,16,上下楼方便，受欢迎好房，小户型，链家好房
2017.07.23,"
                                    ",141,东淮海公寓,1505316927.0355961,距离10号线豫园站235米,高区/28层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/04/0705280230080C02AEF6FC39EFD7510F/20111215154010706JWILHRI3SBACUZL/201307131848436797458.jpg_600x450.jpg,,黄浦,14000,29,东淮海公寓，人气房源，改善住房，一链倾城
2017.07.23,"
                                    ",47,宛南六村,1505316927.0473878,距离11号线上海游泳馆站516米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170723/deedcfde-aa49-43b3-ae90-f6bc31be9019.jpg_600x450.jpg,,徐汇,5500,31,好房待租，2室1厅，有钥匙房源，交通便利
2017.08.02,"
                                    ",116,黄兴雅苑,1505316927.059038,距离10号线国权路站949米,低区/11层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170813/e11171db-b80f-4aeb-970a-d1e06039a34c.jpg_600x450.jpg,,杨浦,9000,11,黄兴雅苑，钥匙在店，南北通，3室2厅1卫
2017.09.06,"
                                    ",31,景峰苑,1505316927.067928,距离7号线大华三路站657米,低区/7层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170907/adcdf9e3-a790-4dd0-9e6d-adaf6bc340e9.jpg_600x450.jpg,,闸北,2999,13,景峰苑，看房有钥匙，交通便利，高清照片
2017.07.23,"
                                    ",78,久阳滨江公寓,1505316927.080082,距离9号线商城路站863米,中区/25层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160901/08f775e6-3df3-4d24-8b7c-a9e201871707.jpg_600x450.jpg,,浦东,10000,17,交通便利，真实在租，好楼层，温馨之家
2017.07.23,"
                                    ",50,崮山小区二街坊,1505316927.08861,距离6号线德平路站537米,中区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170806/b5e94c72-c69f-48c0-b8c3-1e34241487eb.jpg_600x450.jpg,,浦东,5600,18,崮山小区二街坊，钥匙房，看房客户多，生活很便利
2017.07.23,"
                                    ",34,凤城三村,1505316927.101901,距离8号线江浦路站612米,中区/5层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170723/2aaac078-6bbd-4684-a3aa-45391a732e33.jpg_600x450.jpg,,杨浦,4200,15,享受好房，高清大图，最近看房多，低区出入方便
2017.07.23,"
                                    ",85,银春小区,1505316927.111546,距离5号线剑川路站838米,中区/6层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170216/7d3bc4cd-c8a4-442b-b8c8-43326aad3d04.jpg_600x450.jpg,,闵行,3700,12,银春小区，精致户型，看房客户多，高清照片
2017.07.23,"
                                    ",26,南塘浜路93弄,1505316927.120815,距离9号线打浦桥站531米,中区/6层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170502/155a44a0-f3aa-45c1-8bbd-affd61df1846.jpg_600x450.jpg,,黄浦,5500,39,南塘浜路93弄，钥匙房，附近有地铁，如您所见
2017.07.23,"
                                    ",59,国和一村,1505316927.133152,距离8号线嫩江路站557米,高区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161110/ab8465ef-87c1-4c8e-bcb4-9195ff50f290.jpg_600x450.jpg,,杨浦,5200,33,高清大图，两室户，地铁沿线，高区景观好
2017.07.23,"
                                    ",45,君悦静安,1505316927.281705,距离7号线昌平路站611米,低区/22层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170725/6d44c48c-f8bb-43f9-849d-966fc00dff5c.jpg_600x450.jpg,,静安,6800,25,君悦静安，看房方便，生活很便利，链家房源
2017.07.23,"
                                    ",95,大宁金茂府,1505316927.290407,距离1号线汶水路站791米,中区/22层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170728/ab6e7660-f8bb-4179-9b22-d9dbab25435d.jpg_600x450.jpg,,闸北,15000,11,大宁金茂府，钥匙在链家，3房出租，受欢迎好房
2017.07.24,"
                                    ",43,金杨新村三街坊,1505316927.304329,距离6号线云山路站493米,中区/7层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160610/d29fcbe5-87c2-432a-9091-c6ca25e9abe3.jpg_600x450.jpg,,浦东,3600,22,金杨新村三街坊，真实在租，交通方便，光线充足
2017.07.24,"
                                    ",103,第五大道,1505316927.314431,距离6号线民生路站502米,高区/13层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161118/9a973aed-8a8c-4843-a80f-739c23633021.jpg_600x450.jpg,,浦东,11000,16,第五大道，光线非常好，好房待租，出行方便
2017.07.25,"
                                    ",87,茅台新苑,1505316927.323345,距离2号线威宁路站862米,中区/22层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170107/1890a279-59ac-4249-b1cf-95c97eabcbc4.jpg_600x450.jpg,,长宁,6600,7,交通便利，享受好房，空气清新，实地看房
2017.07.25,"
                                    ",85,万里欣苑,1505316927.335445,距离7号线新村路站508米,高区/18层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170907/dedd25e7-ef3f-4435-bc4f-d40f3bad84d6.jpg_600x450.jpg,,普陀,6300,12,万里欣苑，链家有钥匙，看房客户多，有爱有家
2017.07.25,"
                                    ",53,南京西路公馆,1505316927.344254,距离7号线静安寺站592米,中区/30层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160508/0ef9fcfe-46b3-42cd-8867-87ef98e2a5e2.jpg_600x450.jpg,,静安,10000,12,南京西路公馆，温馨之家，好楼层，有钥匙方便看
2017.07.25,"
                                    ",77,汝南街小区,1505316927.356941,距离8号线西藏南路站484米,中区/7层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170729/cc857d93-2b22-4012-9ac5-134e67e8da5d.jpg_600x450.jpg,,黄浦,8000,39,生活很便利，好房好心情，简约二室，看房方便
2017.07.26,"
                                    ",46,昆阳小区,1505316927.366051,距离5号线闵行开发区站270米,中区/5层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170321/f8d88319-3db5-499c-9ea0-8cab7bc74d01.jpg_600x450.jpg,,闵行,2400,13,昆阳小区，生活很便利，低楼层，上门实拍
2017.07.21,"
                                    ",61,虹桥路400弄,1505316927.375489,距离4号线宜山路站725米,中区/18层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161204/540c26f4-087e-4352-aae4-1d5aa3d02660.jpg_600x450.jpg,,徐汇,6000,28,交通便利，实地看房，小户型，享受好房
2017.07.21,"
                                    ",50,万航小区,1505316927.386795,距离13号线隆德路站384米,低区/25层,朝南,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170406/f71e600c-eca3-4241-9a42-bc70a79df698.jpg_600x450.jpg,,长宁,4800,6,低区出入方便，高清实拍，人气房源，如您所见
2017.07.21,"
                                    ",41,瑞雪大楼,1505316927.398823,距离9号线打浦桥站536米,低区/18层,朝西南,1室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160528/5bf76950-786f-450a-804e-8e734b2fc7ab.jpg_600x450.jpg,,黄浦,7200,19,瑞雪大楼，高清照片，如您所见，1室2厅1卫
2017.07.21,"
                                    ",56,银都新村（1至7区）,1505316927.4092412,距离5号线银都路站869米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170722/54ddd3bb-6002-474b-9ab8-15c831c282f8.jpg_600x450.jpg,,闵行,3300,24,银都新村，出行方便，精致户型，采光棒
2017.07.21,"
                                    ",141,东淮海公寓,1505316927.418506,距离10号线豫园站235米,低区/28层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150713/8569812a-17d5-479f-a261-9cb315c7e1eb.jpg_600x450.jpg,,黄浦,16000,22,看房有钥匙，受欢迎好房，地铁沿线，舒适三室
2017.07.22,"
                                    ",94,中环花苑,1505316927.4303548,距离7号线新村路站545米,高区/16层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170519/aff4899a-51d5-44ab-9930-5313bdc1c313.jpg_600x450.jpg,,普陀,8000,12,中环花苑，上门实拍，光线非常好，看房客户多
2017.07.22,"
                                    ",43,桂莘小区,1505316927.4385889,距离12号线虹漕路站557米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160118/fe3a7c0c-a7f4-4d8b-aa09-c604a9d91f8c.jpg_600x450.jpg,,徐汇,4000,14,实地看房，有钥匙房源，温馨一室，高清大图
2017.07.22,"
                                    ",43,银都新村（1至7区）,1505316927.536143,距离5号线银都路站869米,低区/6层,暂无数据,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170904/c7a22b8e-b686-43ad-8276-268e3f34edf8.jpg_600x450.jpg,,闵行,3200,15,上下楼方便，有钥匙方便看，1室1厅1卫，生活很便利
2017.07.22,"
                                    ",30,龙华路2373弄,1505316927.547078,距离12号线龙华中路站577米,低区/40层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170722/21d85b60-32fb-4a36-adf7-669fda5022b0.jpg_600x450.jpg,,徐汇,3500,20,龙华路2373弄，链家有钥匙，一室小户型，多次带看
2017.07.22,"
                                    ",87,万源城尚郡,1505316927.559217,距离12号线顾戴路站607米,低区/30层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20151126/0ce397c1-5e6d-415f-86e9-e155773a9ad4.jpg_600x450.jpg,,闵行,8700,12,人气房源，钥匙在店，3室2厅1卫，生活很便利
2017.07.22,"
                                    ",54,龙柏二村,1505316927.5678458,距离10号线龙柏新村站969米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160327/afdf35bd-d79a-4bb0-8a9a-ff13a35f4377.jpg_600x450.jpg,,闵行,5000,24,龙柏二村，简约二室，看房客户多，交通便利
2017.07.22,"
                                    ",65,花苑村丁香园,1505316927.579856,距离1号线锦江乐园站453米,低区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170326/ddf95bd3-8403-4366-88b6-f21c84d8d668.jpg_600x450.jpg,,徐汇,5000,11,花苑村丁香园，简约二室，上下楼方便，高清实拍
2017.07.22,"
                                    ",100,徐汇苑,1505316927.587847,距离11号线上海游泳馆站278米,低区/32层,朝东南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170826/60432d19-a6d2-45f4-b650-32cb475aea31.jpg_600x450.jpg,,徐汇,11000,10,一链倾城，交通便利，链家有钥匙，看房客户多
2017.07.22,"
                                    ",184,财富海景花园,1505316927.60062,距离9号线商城路站856米,高区/30层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160630/cb84477e-eeee-4059-a86e-ecb015ac596d.jpg_600x450.jpg,,浦东,35000,29,财富海景花园，视野开阔，生活很便利，有爱有家
2017.07.22,"
                                    ",87,丽都城假日景苑,1505316927.611048,距离5号线金平路站275米,高区/14层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170727/26b0b8bf-342e-4793-b260-5b8a800efd42.jpg_600x450.jpg,,闵行,4200,9,丽都城假日景苑，生活很便利，高区采光好，多次带看
2017.07.22,"
                                    ",98,东晖花苑,1505316927.619207,距离4号线鲁班路站291米,低区/29层,暂无数据,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170525/497de2a8-82f1-45ac-8410-66dae08f31fe.jpg_600x450.jpg,,黄浦,10500,24,东晖花苑，好房好心情，2室2厅1卫，钥匙房
2017.07.22,"
                                    ",46,新泾七村,1505316927.630859,距离2号线淞虹路站358米,低区/6层,暂无数据,2室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170326/4c25d3c0-df1c-4607-9658-2d2ceec1cca4.jpg_600x450.jpg,,长宁,4300,14,附近有地铁，低区出入方便，看房方便，实地看房
2017.07.22,"
                                    ",95,达安春之声,1505316927.640003,距离11号线上海西站站592米,高区/17层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170817/4728f5fc-0d9e-43c1-8845-f5e02d4263e9.jpg_600x450.jpg,,普陀,7000,23,达安春之声，精致户型，一链倾城，人气房源
2017.08.12,"
                                    ",42,民星一村,1505316927.6525838,距离8号线嫩江路站888米,中区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160918/34ced9f5-9177-4b6b-a3a8-7f44097ca587.jpg_600x450.jpg,,杨浦,3100,15,民星一村，钥匙房，最近看房多，真实在租
2017.07.18,"
                                    ",122,百汇园,1505316927.662316,距离11号线云锦路站685米,中区/37层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170910/48bed65c-9a14-4b1f-aaa0-eb80a045407f.jpg_600x450.jpg,,徐汇,16800,12,百汇园，钥匙在店，人气房源，出行方便
2017.07.18,"
                                    ",110,大唐盛世花园,1505316927.671577,距离16号线龙阳路站490米,低区/17层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160823/a4e19902-1e53-460e-86fb-1cab769a47a3.jpg_600x450.jpg,,浦东,12000,28,2室2厅2卫，钥匙在店，交通方便，享受好房
2017.07.18,"
                                    ",68,颛溪八村,1505316927.683027,距离5号线颛桥站742米,中区/6层,朝南北,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160924/d3c97a20-456b-4222-a630-5f0628c5520e.jpg_600x450.jpg,,闵行,3700,20,精致户型，看房客户多，南北通透，好房好心情
2017.07.19,"
                                    ",105,华光花园,1505316927.6916008,距离10号线龙溪路站876米,低区/6层,朝南,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170724/e07de67c-2bb9-4571-b787-75e98a01c937.jpg_600x450.jpg,,闵行,10000,13,华光花园，上下楼方便，看房方便，多次带看
2017.07.19,"
                                    ",109,绿洲雅宾利花园（二期）,1505316927.835474,距离3号线东宝兴路站578米,低区/25层,朝南北,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161118/ceee461c-dc0c-4fdb-bce2-6f71e3f3da48.jpg_600x450.jpg,,闸北,12000,15,受欢迎好房，钥匙在链家，如您所见，近地铁
2017.07.19,"
                                    ",52,中东小区,1505316927.842979,距离10号线宋园路站458米,中区/6层,朝西,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20161213/35dca002-c098-42c6-8ef0-762431370350.jpg_600x450.jpg,,长宁,5500,18,中东小区，交通方便，链家好房，适合自住
2017.07.20,"
                                    ",113,亚都国际名园,1505316927.857064,距离1号线徐家汇站496米,低区/30层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/02/07052802302209CE011EA1F2DCB382DD/100520214013AE34CF54B5A68A933964/201307201241310557062.jpg_600x450.jpg,,徐汇,13000,13,亚都国际名园，2室2厅，看房客户多，链家有钥匙
2017.07.20,"
                                    ",118,东苑半岛花园（公寓）,1505316927.8659,距离12号线虹莘路站508米,中区/10层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160323/efb014e6-c927-44ab-9399-d2ac82c1e3dc.jpg_600x450.jpg,,闵行,9000,15,东苑半岛花园，空气清新，如您所见，南北户型
2017.07.20,"
                                    ",130,中芯花园（公寓）,1505316927.877436,距离2号线广兰路站742米,低区/10层,朝南北,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150815/7cac0ede-5569-4229-9744-57bbc538eee6.jpg_600x450.jpg,,浦东,9500,14,中芯花园，南北通，看房有钥匙，好房好心情
2017.07.20,"
                                    ",31,中兴路1279弄,1505316927.8899882,距离3号线上海火车站站529米,低区/6层,暂无数据,1室 0厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170311/9e9f680d-8f10-4a1d-b3b2-5799c1e6c38e.jpg_600x450.jpg,,闸北,4500,11,低区出入方便，看房客户多，1室0厅1卫，附近有地铁
2017.07.20,"
                                    ",137,莱诗邸,1505316927.8981519,距离9号线徐家汇站357米,高区/33层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170824/df0b419c-3c54-45a3-927e-95ee59131dee.jpg_600x450.jpg,,徐汇,18000,11,莱诗邸，链家房源，有钥匙房源，改善住房
2017.07.20,"
                                    ",47,古美小区,1505316927.908308,距离12号线东兰路站590米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170320/a9d436cc-26e3-40ac-aec2-489ef2625d4e.jpg_600x450.jpg,,闵行,3900,44,古美小区，受欢迎好房，享受好房，附近有地铁
2017.07.20,"
                                    ",31,乐山八九村,1505316927.970272,距离9号线徐家汇站854米,中区/6层,朝东南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170905/2ce877fa-eb85-4081-9bf9-bcf904fd4130.jpg_600x450.jpg,,徐汇,4600,24,乐山八九村，光线充足，钥匙在店，近地铁
2017.07.20,"
                                    ",61,羽北小区,1505316927.981768,距离6号线民生路站346米,中区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170720/081b6c63-de8b-4602-a829-db21266a6abe.jpg_600x450.jpg,,浦东,6000,12,链家好房，钥匙在链家，附近有地铁，受欢迎好房
2017.07.20,"
                                    ",73,古美西路316弄,1505316927.990368,距离1号线莲花路站731米,低区/6层,朝南,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170721/93db911d-d573-4a24-b747-2e0b1b359fcc.jpg_600x450.jpg,,闵行,5300,23,古美西路316弄，低区出入方便，人气房源，地铁沿线
2017.07.20,"
                                    ",39,南方新村,1505316928.002861,距离1号线莲花路站590米,高区/6层,朝南,1室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160729/31033e9b-ab2b-4a46-a7b0-0d1ddcb971d5.jpg_600x450.jpg,,闵行,3600,35,有钥匙房源，实地看房，采光好，近地铁
2017.07.20,"
                                    ",102,苏堤春晓名苑,1505316928.012686,距离13号线武宁路站334米,中区/29层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170802/7b5cb414-bff2-494b-b138-b37006f53486.jpg_600x450.jpg,,普陀,11800,23,苏堤春晓名苑，有钥匙，真实在租，多次带看
2017.08.05,"
                                    ",129,江临天下,1505316928.022235,距离9号线商城路站628米,中区/20层,暂无数据,3室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170715/a6bd82bd-fcdd-40ee-8f4d-7ef9aabd2074.jpg_600x450.jpg,,浦东,15000,41,江临天下，3房出租，看房有钥匙，交通方便
2017.07.16,"
                                    ",68,黄山始信苑,1505316928.033524,距离6号线云山路站484米,高区/6层,暂无数据,2室 1厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160401/73309121-af98-4cbf-b256-66a4ef2839ca.jpg_600x450.jpg,,浦东,5200,12,闹中取静，看房有钥匙，上门实勘，人气房源
2017.07.16,"
                                    ",97,中山公寓,1505316928.041766,距离2号线中山公园站390米,低区/24层,朝南,2室 2厅,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170716/4e14e389-af26-4097-bd0c-34fef16ae574.jpg_600x450.jpg,,长宁,12500,24,钥匙在链家，看房客户多，适合自住，交通便利
